date,id,news_heading_eng,news_heading_swa,news_type
2022-03-08,bbc630,the united states has banned former nairobi governor mike mbuvi sonko and his family from entering the country,marekani imempiga marufuku aliyekuwa gavana wa nairobi mike mbuvi sonko na familia yake kuingia nchini,International news
2021-10-05,tl996,cattle breeders threaten to boycott aid if they are not also given feed for their livestock,wafugaji wa ng'ombe watishia kususia misaada iwapo pia hawatapewa chakula kwa ajili ya mifugo yao,Local News
2022-03-15,tl36,some thika residents are protesting wanting ruto to stop attacking his boss,baadhi ya wakazi wa thika waandamana wakimtaka ruto aache kumshambulia bosi wake,Local News
2021-09-16,tl871,how the farmer faces the trouble of fresh farm crops deteriorating by adding value,jinsi mkulima anavyokabiliwa na shida ya mazao safi ya kilimo kuzorota kwa kuongeza thamani,Local News
2022-07-04,bbc509,'sometimes we win without food ','wakati mwingine tunashinda bila chakula ',Entertainment news
2021-05-14,tl1403,the wonder of one school registering ' e ' in all science subjects,maajabu ya shule moja kusajili ' e ' katika masomo yote ya sayansi,Local News
2021-06-10,tl225,humans are bad !,binadamu ni wabaya !,Entertainment news
2021-04-20,tl1274,a call for disabled people to join development projects,wito kwa wenye ulemavu kujiunga na miradi ya maendeleo,Local News
2021-05-13,tl1384,28000 ' e ' kcse passers still have a chance to succeed in life,wapita njia 28000 wa ' e ' kcse bado wana nafasi ya kufanikiwa maishani,Local News
2020-02-12,bbc159,daniel arap moi 's grave : thousands of citizens flocked to kabarak to bid farewell to retired president daniel moi,kaburi la daniel arap moi : maelfu ya raia walimiminika kabarak kumuaga rais mstaafu daniel moi,International news
2021-08-06,tl650,students who suffer from corona do not show symptoms - kagwe,wanafunzi wanaougua corona hawaonyeshi dalili - kagwe,Health news
2021-05-06,tl1351,counties spending more than 42m on foreign trips,kaunti zinazotumia zaidi ya mita 42 kwa safari za kigeni,International news
2021-08-15,tl695,social media users want justice for two brothers who died at the hands of the police,watumiaji wa mitandao ya kijamii wataka haki kwa ndugu wawili waliofariki mikononi mwa polisi,Local News
2021-03-16,tl1728,investigation initiated following the death of thika businessman,uchunguzi waanzishwa kufuatia kifo cha mfanyabiashara wa thika,Local News
2019-08-28,bbc18,a disabled kenyan citizen has accused ethiopian airlines of neglecting him,raia wa kenya mlemavu ameishutumu shirika la ndege la ethiopia kwa kumpuuza,Local News
2021-03-18,tl1735,tundu lissu says he will return to tanzania if he is allowed to expose the 'evils ' of magufuli 's administration .,tundu lissu anasema atarejea tanzania iwapo ataruhusiwa kufichua 'maovu ' ya utawala wa magufuli .,Local News
2021-05-14,tl1401,klio taveta the management of ruto farm drying up the lake give yourself,klio taveta usimamizi wa shamba la ruto kukausha ziwa jipe mwenyewe,Local News
2021-02-19,tl1580,police arrested for not appearing in court,polisi wakamatwa kwa kutofika mahakamani,Local News
2021-04-12,tl1232,sonko leaves the hospital,sonko aondoka hospitalini,Local News
2021-05-19,bbc536,bbc rose : my husband left me and married my sister,bbc rose : mume wangu aliniacha na kumuoa dada yangu,Local News
2020-08-30,bbc360,chadema launches official election campaigns in tanzania,chadema yazindua kampeni rasmi za uchaguzi nchini tanzania,Local News
2022-07-12,bbc512,' i will vote but i do n't expect anything new ','nitapiga kura lakini sitarajii lolote jipya ',Local News
2021-06-12,tl269,we are still on the streets after the demolition of the house,bado tuko mitaani baada ya kubomolewa kwa nyumba,Local News
2020-02-26,bbc170,what causes the shortage of tomatoes in east africa ?,ni nini kinachosababisha uhaba wa nyanya afrika mashariki ?,Local News
2021-04-02,tl1171,bitter easter for residents of five counties,pasaka chungu kwa wakazi wa kaunti tano,Local News
2021-02-20,tl1586,chaos again in the meetings of ruto and raila,ghasia tena katika mikutano ya ruto na raila,Local News
2020-12-10,bbc431,mtv africa music awards 2020 : full list of nominees,tuzo za muziki za mtv africa 2020 : orodha kamili ya walioteuliwa,Entertainment news
2021-09-30,tl972,a man is sentenced to 25 years in prison for killing a child,mwanamume ahukumiwa kifungo cha miaka 25 jela kwa kumuua mtoto,Local News
2021-07-20,tl532,counties are encouraged to allocate sufficient financial allocation to the agricultural sector,kaunti zahimizwa kutenga mgao wa kutosha wa kifedha kwa sekta ya kilimo,International news
2019-09-25,bbc37,is the maritime border dispute between kenya and somalia about to end ?,je mzozo wa mpaka wa bahari kati ya kenya na somalia unakaribia kumalizika ?,Local News
2021-06-11,tl247,the farmer earns from plants and fish farming,mkulima apata kutokana na mimea na ufugaji wa samaki,Local News
2021-08-25,tl739,businessmen wept expensive taxes to kill citizens,wafanyabiashara walilia kodi ghali kuua wananchi,Local News
2021-07-13,tl485,the quest to shut down illegal steam bonding practices,jitihada za kufunga mazoea haramu ya kuunganisha mvuke,Local News
2021-04-25,tl1298,kemsa : murathe plans to defend himself before the committee .,kemsa : murathe anapanga kujitetea mbele ya kamati .,Local News
2021-12-13,tl1137,15 councilors of nyandarua responding to allegations of taking millions for themselves,madiwani 15 wa nyandarua wakijibu tuhuma za kujichukulia mamilioni,Local News
2021-06-11,tl249,the farmer earns from plants and fish farming,mkulima apata kutokana na mimea na ufugaji wa samaki,Local News
2021-02-05,tl1499,lamu : governor twaha appoints himself to serve as minister,lamu : gavana twaha ajiteua kuhudumu kuwa waziri,Local News
2021-03-29,bbc473,mother sarah obama wanted to be remembered for her contribution to the education sector,mama sarah obama alitaka kukumbukwa kwa mchango wake katika sekta ya elimu,Local News
2021-08-23,tl732,counties urged to adopt potato loading control law,kaunti zahimizwa kupitisha sheria ya udhibiti wa upakiaji wa viazi,Local News
2021-03-01,tl1630,those who promote female genital mutilation,wale wanaoendeleza ukeketaji wa wanawake,Health news
2019-09-12,bbc28,the member of parliament wants a law to be created against those who make accusations,mbunge anataka sheria itungwe dhidi ya wanaotoa tuhuma,Local News
2022-01-02,tl4,'jungle ' wainaina explains how njonjo became a unique lawyer,'jungle ' wainaina aeleza jinsi njonjo alivyokuwa wakili wa kipekee,Entertainment news
2022-03-31,bbc640,bbi : the highest court in kenya rejected president kenyatta 's appeal to change the constitution,bbi : mahakama ya juu zaidi nchini kenya ilikataa rufaa ya rais kenyatta ya kubadilisha katiba,Local News
2021-08-14,tl685,woman accused of abusing her daughter,mwanamke ashtakiwa kwa kumnyanyasa binti yake,Local News
2021-02-12,tl1533,muthama kalonzo slammed for not working with each other,muthama kalonzo walaumiwa kwa kutofanya kazi na mwenzake,Local News
2021-06-24,tl380,that ogier ! he leads the toyota team to grab the first positions .,huyo ogier ! anaongoza timu ya toyota kunyakua nafasi za kwanza .,Sports news
2021-06-09,bbc541,bbc rose : my dowry was returned due to infertility,bbc rose : mahari yangu ilirudishwa kwa sababu ya utasa,Local News
2021-08-30,tl768,supkem accuses the government of murder,supkem aituhumu serikali kwa mauaji,Local News
2021-03-12,tl1703,a member of parliament gets in trouble for wanting to kill unmarried lovers who appear at funerals to ask for property,mbunge apata shida kwa kutaka kuua wapenzi ambao hawajaolewa wanaojitokeza kwenye mazishi kuomba mali,Local News
2021-08-01,tl618,gal-gadot varsano is set to reach its peak,gal-gadot varsano inatarajiwa kufikia kilele chake,Entertainment news
2019-12-10,bbc111,sudan to pay the victims of the 1998 bomb tragedy in kenya and tanzania,sudan kuwalipa wahanga wa janga la bomu la mwaka 1998 nchini kenya na tanzania,International news
2021-02-14,tl1541,kinaya cha sudi ngeno in the disciplinary panel,kinaya cha sudi ngeno katika jopo la nidhamu,Local News
2021-04-06,tl1195,imf loan raises anger for kenyans,mkopo wa imf waibua hasira kwa wakenya,Financial news
2021-11-19,tl1102,president afariji tuju for losing his mother .,rais afariji tuju kwa kumpoteza mama yake .,Local News
2022-05-07,tl72,calling parents to stop using the magoha statement to avoid paying taxes,kuwaita wazazi kuacha kutumia taarifa ya magoha kukwepa kulipa kodi,Local News
2021-09-13,tl850,nys is now clean as cotton chief official praises reform,nys sasa ni safi huku pamba afisa mkuu asifu mageuzi,Local News
2022-06-29,bbc508,kenya election 2022 : raila and ruto disagree about the voter register to be used,uchaguzi wa kenya 2022 : raila na ruto hawakubaliani kuhusu sajili ya wapigakura itakayotumiwa,Local News
2022-06-23,tl115,president kenyatta refused to sign bill hurting helb loan borrowers,rais kenyatta akataa kutia saini mswada unaowaumiza wakopaji wa mikopo ya helb,Local News
2020-05-14,bbc266,corona virus : the number of patients in kenya reaches 758 while another 21 patients have been confirmed,virusi vya corona : idadi ya wagonjwa nchini kenya yafikia 758 huku wagonjwa wengine 21 wamethibitishwa,Local News
2021-11-22,tl1105,residents of thika to benefit greatly from the 20 kilometer road repair in progress,wakazi wa thika kunufaika pakubwa na ukarabati wa barabara kilomita 20 unaoendelea,Local News
2020-03-08,bbc182,terrorism somalia : al-shabab commander bashir mohamed qorgab 'killed in an aerial attack ',ugaidi somalia : kamanda wa al-shabab bashir mohamed qorgab 'auawa katika shambulio la angani ',International news
2021-02-28,tl1622,kamukunji police investigate what caused fire in dormitory,polisi wa kamukunji wachunguza kilichosababisha moto mabweni,Local News
2020-06-17,bbc308,corona virus : a doctor who helps pregnant women cope with the effects,virusi vya corona : daktari anayesaidia wajawazito kukabiliana na madhara,Local News
2021-03-31,tl1817,i 'm happy bbi is broken we prayed to god a lot - reuben kigame,nina furaha bbi imevunjika tulimuombea mungu sana - reuben kigame,Local News
2021-02-22,tl1599,citizens of burundi and property fraudsters in lebanon sh7m,raia wa burundi na walaghai mali lebanon sh7m,Local News
2021-06-17,tl299,94 students from thika get scholarships,wanafunzi 94 kutoka thika wapata ufadhili wa masomo,Local News
2021-09-16,tl872,wario and soi fined sh109 million or 20 years in prison in the rio saga,wario na soi watozwa faini ya sh109 milioni au kifungo cha miaka 20 jela katika sakata la rio,Local News
2021-07-24,tl577,the one who tried to kill the police should stay in industrial prison,aliyejaribu kuwaua polisi abaki kwenye gereza la viwanda,Local News
2021-07-01,tl422,councilors want the muguka tax to be increased to save marriages,madiwani wanataka ushuru wa muguka uongezwe ili kuokoa ndoa,Local News
2021-03-10,tl1683,samidoh 's fans are now advising him to be careful not to smear his fame,mashabiki wa samidoh sasa wanamshauri awe makini asije akajipatia umaarufu wake,Local News
2022-01-12,tl9,family in court to oppose the move to move them,familia mahakamani kupinga hatua ya kuwahamisha,Local News
2021-08-18,tl709,psychologists discuss rising suicides,wanasaikolojia wajadili kuongezeka kwa visa vya kujiua,Health news
2020-03-20,bbc194,coronavirus : tanzanians and kenyans pressure their governments to announce a 'lockdown ' ?,coronavirus : watanzania na wakenya wanashinikiza serikali zao kutangaza 'lockdown ' ?,Local News
2021-09-02,tl792,his son the former minister escaped from the loop,mwanawe waziri wa zamani alitoroka kutoka kitanzini,Local News
2021-06-08,tl214,uhuru approves nakuru to be kenya 's fourth city,uhuru aidhinisha nakuru kuwa mji wa nne kenya,Local News
2019-12-04,bbc100,who is jesus of tongareni ?,yesu wa tongaren ni nani ?,Local News
2019-11-23,bbc86,36 people died in landslides in western kenya,watu 36 walifariki katika maporomoko ya udongo magharibi mwa kenya,Local News
2021-10-02,tl984,county blamed about demolition,kaunti yalaumiwa kuhusu bomoabomoa,Local News
2021-05-01,bbc523,corona virus : kenya lifts the ban on people from abroad,coronavirus : kenya yaondoa marufuku kwa watu kutoka nje ya nchi,Local News
2019-10-12,bbc57,ineos challenge 1:59 : why eliud kichoge 's record will not be recognized as a world record,ineos challenge 1:59 : kwa nini rekodi ya eliud kichoge haitatambuliwa kuwa rekodi ya dunia,Sports news
2020-07-06,bbc318,corona virus : president kenyatta lifts the travel ban in nairobi mombasa and mandera,virusi vya corona : rais kenyatta aondoa marufuku ya kusafiri nairobi mombasa na mandera,International news
2021-11-03,tl1075,the government brings back sports in schools - kuppet,serikali yarudisha michezo mashuleni - kuppet,Sports news
2021-09-14,tl854,avocado especially helps women dissolve belly fat,parachichi hasa husaidia wanawake kuyeyusha mafuta ya tumbo,Health news
2021-11-30,tl1110,how officials leaders were involved in the south b railway land sale saga .,jinsi maafisa viongozi walivyohusika katika sakata la uuzaji wa ardhi ya reli ya kusini b .,Local News
2021-09-04,tl801,governor ali korane of garissa in nairobi,gavana ali korane wa garissa jijini nairobi,Local News
2021-05-27,tl1458,a woman runs away from her husband and marries the 'holy spirit ',mwanamke anamkimbia mumewe na kuoa 'roho mtakatifu ',Local News
2021-11-06,tl1080,commissioner orders inspection to prevent contraband goods from tanzania,kamishna aagiza ukaguzi kuzuia bidhaa za contraband kutoka tanzania,Local News
2021-03-25,tl1780,the lake region gets a chance to say goodbye to dr. magufuli,kanda ya ziwa yapata nafasi ya kumuaga dkt . magufuli,Local News
2021-07-02,tl427,residents of gatukuyu to get a new market .,wakazi wa gatukuyu kupata soko jipya .,Local News
2021-02-14,tl1542,county distributes 100000 condoms .,kaunti inasambaza kondomu 100000 .,Health news
2021-03-18,tl1743,magufuli 's administration killed democracy in tanzania,utawala wa magufuli waua demokrasia tanzania,Local News
2021-06-01,bbc538,lake victoria is increasing in size and losing its beaches,ziwa victoria linaongezeka ukubwa na kupoteza fukwe zake,Local News
2021-06-12,tl265,governors tumbototo about projects they started,magavana tumbototo kuhusu miradi waliyoanzisha,Local News
