date,id,news_heading_eng,news_heading_swa,News type
2021-05-08,tl1364,the pastor will be charged sh2000 after being found by a believer,mchungaji atatozwa sh2000 baada ya kupatikana na muumini,Local News
2021-09-30,tl964,safaricom contributed sh557 billion to national gdp - report,safaricom ilichangia sh557 bilioni kwa pato la taifa - ripoti,Financial news
2021-07-04,tl439,lamu port begins to be used to import coconut oil,bandari ya lamu yaanza kutumika kuagiza mafuta ya nazi,Local News
2021-09-15,tl862,a man was hit by a steamer while removing metal sheets in south b,mwanamume mmoja alipigwa na stima wakati akiondoa karatasi za chuma kusini b,Local News
2022-01-07,tl6,woman escapes death when police shot missed her,mwanamke atoroka kifo wakati polisi walipompiga risasi walipomkosa,Local News
2021-09-25,tl927,several juja students failed to join the first form due to lack of grades,wanafunzi kadhaa wa juja walishindwa kujiunga na kidato cha kwanza kutokana na ukosefu wa alama,Local News
2021-02-23,tl1603,he is jailed for three years for stealing underwear,afungwa jela miaka mitatu kwa kuiba nguo za ndani,Local News
2021-09-18,tl886,candidate for parliamentary seat and his wife fined for forging receipts,mgombea ubunge na mkewe apigwa faini kwa kughushi risiti,Local News
2021-04-28,tl1312,kenyans mourn philip ochieng,wakenya waomboleza philip ochieng,Local News
2021-06-14,tl289,locals hope to end dispute with 'ruto farm ' managers,wenyeji wanatarajia kumaliza mzozo na mameneja wa 'ruto farm ',Local News
2021-07-04,tl436,kenya 's loans hit sh9tr,mikopo ya kenya yagonga sh9tr,Financial news
2021-04-02,tl1172,police ahepa kazi mombasa chasing mother 's love who met online,polisi ahepa kazi mombasa kufukuza upendo wa mama aliyekutana mtandaoni,Entertainment news
2021-03-26,tl1783,26 people died from corona,watu 26 wafariki kutokana na corona,Local News
2021-10-06,tl1001,20000 students are promised ids,wanafunzi 20000 waahidiwa vitambulisho,Local News
2021-08-19,tl716,mish aims to share hollywood movies,mish alenga kushiriki filamu za hollywood,Entertainment news
2021-08-03,tl632,msaka kazi accused of robbing three bankers sh255000 claiming he will sell piki piki,msaka kazi atuhumiwa kuiba benki tatu sh255000 akidai atauza piki piki,Local News
2021-08-20,tl721,daughter claims to be beaten because she has not been mutilated,binti adai kupigwa kwa sababu hajakeketwa,Local News
2021-04-17,tl1260,alternative system help kra collect sh21 billion,mfumo mbadala wasaidia kra kukusanya sh21 bilioni,Financial news
2021-06-23,tl362,fears that hyundai may not be able to cope with the roads of the safari rally,hofu kwamba hyundai huenda isiweze kukabiliana na barabara za safari rally,International news
2021-11-03,tl1075,the government brings back sports in schools - kuppet,serikali yarudisha michezo mashuleni - kuppet,Sports news
2021-03-13,tl1705,those who die are buried in less than 72 hours,wale wanaokufa huzikwa chini ya saa 72,Local News
2021-02-17,tl1562,blow kenyan parliaments losing five members of parliament,pigo mabunge ya kenya kupoteza wabunge watano,Local News
2021-08-02,tl626,farmers complain about new sugarcane regulations,wakulima walalamikia kanuni mpya za miwa,Local News
2021-08-20,tl720,nurses strike corona vaccination despite strict orders,wauguzi wagoma chanjo ya corona licha ya maagizo makali,Health news
2021-10-20,tl1050,obado and his four children respond to corruption charges of sh73.4m,obado na watoto wake wanne wajibu mashtaka ya ufisadi ya sh73.4m,Local News
2021-06-23,tl349,president launches safari rally strong protection,rais azindua safari rally ulinzi mkali,Local News
2021-09-13,tl852,students in schools in dangerous areas should be protected,wanafunzi shuleni katika maeneo hatarishi wanapaswa kulindwa,Local News
2021-03-25,tl1777,kcse : minister warns college students,kcse : waziri awaonya wanafunzi wa vyuo vikuu,Local News
2021-07-04,tl441,how they face the plastic disaster in the capital,jinsi wanavyokabiliana na janga la plastiki katika mji mkuu,Local News
2021-07-04,tl437,tricks of governors with cases to continue to serve,ujanja wa magavana wenye kesi za kuendelea kuhudumu,Local News
2021-10-25,tl1067,the family of masten wanjala denies it the body remains in mochari,familia ya masten wanjala yakanusha mwili bado upo mochari,Local News
2021-07-27,tl593,election : eacc wants servants to resign first,uchaguzi : eacc yataka watumishi kujiuzulu kwanza,Local News
2021-07-28,tl598,rights groups complain about the postponement of the investigation into the death of a child in nairobi,makundi ya kutetea haki za binaadamu yalalamikia kuahirishwa kwa uchunguzi wa kifo cha mtoto jijini nairobi,Local News
2021-09-17,tl882,a child was stolen in broad daylight shortly after birth,mtoto aliibiwa mchana kweupe muda mfupi baada ya kuzaliwa,Local News
2021-12-29,tl1160,fear of elderly losing money in gambling,hofu ya wazee kupoteza pesa katika kamari,Local News
2021-02-12,tl1538,nyachae 's funeral schedule has been changed,ratiba ya mazishi ya nyachae imebadilishwa,Local News
2021-10-18,tl1037,anita : aims to suffer in acting and beauty matters,anita : inalenga kuteseka katika uigizaji na masuala ya urembo,Local News
2021-08-21,tl725,the government is given 7 days to prevent the lecturers ' strike,serikali yapewa siku 7 kuzuia mgomo wa wahadhiri,Local News
2021-05-07,tl1357,businesses expected to smell iddi ikinu,biashara zinazotarajiwa kumnusa iddi ikinu,Local News
2021-07-12,tl479,ford kenya denies 2022 talks with dr ruto,ford kenya yakanusha mazungumzo ya 2022 na dkt ruto,International news
2021-04-12,tl1234,zakat kenya benefit muslims ramadan,zaka kenya yawanufaisha waislamu ramadhani,Local News
2021-08-09,tl665,10 thika businessmen groups receive sh1.4 million loan,vikundi 10 vya wafanyabiashara wa thika vyapokea mkopo wa sh1.4 milioni,Financial news
2021-05-05,tl1346,nema : those who grabbed land on the beach and part of the sea are warned lamu,nema : wale walionyakua ardhi ufukweni na sehemu ya bahari wanaonywa lamu,Local News
2022-06-18,tl109,chama chakana wajackoyah will entertain nyeri,chama chakana wajackoyah atamburudisha nyeri,Local News
2021-06-01,tl154,farms are still a chronic disease in kenya for 58 years of independence,mashamba bado ni ugonjwa sugu nchini kenya kwa miaka 58 ya uhuru,Local News
2021-03-10,tl1683,samidoh 's fans are now advising him to be careful not to smear his fame,mashabiki wa samidoh sasa wanamshauri awe makini asije akajipatia umaarufu wake,Local News
2021-06-05,tl186,leaders want 8 eastern counties to unite,viongozi wataka kaunti 8 za mashariki kuungana,International news
2021-02-01,tl1477,the president leads political leaders to mourn nyachae,rais aongoza viongozi wa kisiasa kumuomboleza nyachae,Local News
2021-03-12,tl1699,keroche 's daughter admitted lali divorced her out of love brother tells court,binti wa keroche alikiri lali aliachana naye kutokana na mapenzi ndugu aiambia mahakama,Local News
2021-04-12,tl1232,sonko leaves the hospital,sonko aondoka hospitalini,Local News
2021-05-12,tl1375,the gang reemerged and injured 7 people in the street,genge laibuka na kujeruhi watu 7 mtaani,Local News
2021-06-20,tl308,the committee warns knec about the stuck building,kamati yaonya knec kuhusu jengo lililokwama,Local News
2021-09-25,tl925,10 old housewives claiming salary,wazee 10 wa nyumbani wanaodai mshahara,Local News
2021-08-19,tl718,let 's stop this cruelty to kenyan youth,tukomeshe ukatili huu kwa vijana wa kenya,Local News
2021-06-17,tl298,chaos in court after the priest who threatened his girlfriend was released,vurugu mahakamani baada ya padri aliyemtishia mpenzi wake kuachiliwa huru,Local News
2021-07-22,tl548,the registrar has identified the owner of land with a sh.200 million bond,msajili amemtambua mmiliki wa ardhi kwa dhamana ya sh . milioni 200,Local News
2021-05-09,tl1366,many worries residents of juja farm have to repair the road themselves,wasiwasi mwingi wakazi wa shamba la juja wanapaswa kukarabati barabara wenyewe,Local News
2021-09-12,tl845,he has not returned the kemsa saga files to eacc,hajarejesha faili za sakata la kemsa kwa eacc,Local News
2021-03-05,tl1663,kisumu elders want the government to return their omieri dragon,wazee wa kisumu wanataka serikali irudishe joka lao la omieri,Local News
2021-04-07,tl1203,the body of the one who sold the cow for sh130000 was found buried in cow dung,mwili wa aliyemuuzia ng'ombe huyo sh130000 ulikutwa umezikwa kwenye kinyesi cha ng'ombe,Local News
2021-02-22,tl1593,relief for families corn price drop,unafuu kwa familia bei ya mahindi kushuka,Local News
2021-07-28,tl603,commotion lamu compensation of lamu fishermen,vurugu lamu fidia kwa wavuvi wa lamu,Local News
2021-02-08,tl1515,sonko claims someone wanted to inject him with poison .,sonko anadai kuna mtu alitaka kumdunga sindano ya sumu .,Local News
2021-02-18,tl1572,nlc wants the squatters since colonial times to be given shelter,nlc yataka vigogo hao tangu enzi za ukoloni wapewe hifadhi,Local News
2021-07-29,tl608,women now cry for safety in the campaign,wanawake sasa walilia usalama kampeni,Local News
2022-05-01,tl59,hayati 's family praised him for his good upbringing,familia ya hayati ilimsifu kwa malezi yake mazuri,Local News
2021-12-05,tl1127,pests invade maize fields in gatundu north,wadudu wavamia mashamba ya mahindi gatundu kaskazini,Local News
2021-04-03,tl1177,soluhu azma increases taxes kenyans are hurt more,soluhu azma aongeza ushuru wakenya waumia zaidi,Financial news
2021-09-30,tl971,the ministry of agriculture engages youth and motivates them to explore agriculture,wizara ya kilimo inawashirikisha vijana na kuwahamasisha kuchunguza kilimo,Local News
2021-06-22,tl322,imara united aims for promotion next semester,imara united inalenga kukuza muhula ujao,Local News
2021-02-22,tl1598,covid-19 : kenya confirms 105 new visas bringing total to 104306,covid-19 : kenya yathibitisha visa mpya 105 kufikisha jumla ya visa 104306,Local News
2021-02-05,tl1495,you are not 'hasla ' you were closer to elder moi even than gideon moi kalonzo tells ruto,wewe si 'hasla ' ulikuwa karibu na mzee moi hata kuliko gideon moi kalonzo amwambia ruto,Local News
2021-05-12,tl1381,kcse : tana river yachecheme,kcse : tana mto yachecheme,Local News
2021-08-21,tl724,18000 people were saved from the teeth of the taliban,watu 18000 waliokolewa kutokana na meno ya taliban,International news
2021-05-12,tl1374,the chinese are changing direction and following more african languages including kiswahili,wachina wanabadili mwelekeo na kufuata lugha zaidi za kiafrika ikiwa ni pamoja na kiswahili,International news
2021-03-13,tl1711,they were taken out of the hospital and killed by the mob .,walitolewa hospitalini na kuuawa na kundi la watu .,Local News
2021-12-01,tl1112,train journeys to nyanza west now smell,safari za treni kwenda nyanza magharibi sasa harufu,Local News
2021-03-02,tl1640,councilor removed from leadership due to bribery,diwani aondolewa kwenye uongozi kutokana na rushwa,Local News
2021-12-02,tl1115,church leaders return the money he raised to the member of parliament,viongozi wa kanisa warejesha fedha alizochangisha kwa mbunge,Local News
2021-05-10,tl1370,bbi : labor for mps to influence supporters,bbi : kazi kwa wabunge kuwashawishi wafuasi,Local News
2021-05-06,tl1352,samia azamia a language with a unique flavor,samia azamia lugha yenye ladha ya kipekee,Local News
2021-09-16,tl867,how a smart farmer makes natural fertilizer,jinsi mkulima mahiri anavyotengeneza mbolea asilia,Local News
2021-05-02,tl1329,11 mrc group suspects arrested are being investigated .,washukiwa 11 wa kundi la mrc waliokamatwa wanachunguzwa .,Local News
2021-03-02,tl1638,arrested for killing his brother while fighting for a woman,akamatwa kwa kumuua kaka yake wakati akimpigania mwanamke,Local News
2021-09-11,tl840,3 phd graduate teachers train in kindergarten first grade,3 walimu wahitimu wa phd wafundisha chekechea darasa la kwanza,Local News
2021-02-02,tl1481,students fail kcpe tests in mass,wanafunzi wafeli mitihani ya kcpe misa,Local News
2021-10-02,tl986,summer : the government promises to buy livestock,majira ya joto : serikali yaahidi kununua mifugo,Local News
2021-02-12,tl1536,samsung galaxy s21 ultra finally enters the kenyan market,samsung galaxy s21 ultra hatimaye inaingia katika soko la kenya,Local News
2021-03-28,tl1794,call on the government to jack the juakali industry,wito kwa serikali kufunga viwanda vya juakali,Local News
2021-06-13,tl280,america sends troops to kenya to fight al-shabaab,amerika yatuma wanajeshi kenya kupambana na al-shabaab,International news
2021-05-14,tl1400,more than 2000 children infected with hiv through breastfeeding,zaidi ya watoto 2000 walioambukizwa vvu kupitia unyonyeshaji,Local News
2021-02-19,tl1580,police arrested for not appearing in court,polisi wakamatwa kwa kutofika mahakamani,Local News
2021-06-03,tl170,12 suspects of the violent gang first surrender,washukiwa 12 wa genge la vurugu wajisalimisha kwanza,Local News
2021-11-06,tl1082,member of parliament lempurkel one year in jail,mbunge lempurkel mwaka mmoja gerezani,Local News
2021-03-22,tl1755,warning terrorists recruit children online,onyo magaidi kuajiri watoto mtandaoni,Local News
2021-02-25,tl1613,stakeholders weep tourism continues to disintegrate in the country,wadau walia utalii waendelea kusambaratika nchini,Local News
2021-05-13,tl1382,however senators are barkers without the ability to bite !,hata hivyo maseneta ni viboko wasio na uwezo wa kuuma !,Local News
2021-06-28,tl410,thierry neuville pours sh257000 million to help protect elephants and rhinos,thierry neuville amwaga sh257000 milioni kusaidia kulinda tembo na faru,Financial news
2021-03-31,tl1817,i 'm happy bbi is broken we prayed to god a lot - reuben kigame,nina furaha bbi imevunjika tulimuombea mungu sana - reuben kigame,Local News
2021-03-10,tl1682,gsu officer kills two colleagues by shooting and finally commits suicide trans-nzoia,afisa wa gsu awaua wenzake wawili kwa kuwapiga risasi na hatimaye kujitoa uhai trans-nzoia,Local News
2022-06-03,tl89,taxes : bar owners want ruto to join,ushuru : wamiliki wa baa wanataka ruto ajiunge,Local News
2021-06-10,tl229,mp wants beaches and parks to be opened,mbunge ataka fukwe na viwanja vifunguliwe,Local News
2021-12-21,tl1154,a woman was beaten and thrown with dirty water,mwanamke apigwa na kutupwa na maji machafu,Local News
